Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,per hour,per month,min_sal,max_sal,avg_sal,company_age,python,R,spark,machine_learning,AI,hadoop,sql,title,seniority,desc_len,sal_lac,sal_k
Data Scientist,₹8L - ₹10L ,"Position Summary
Job Title— Data Scientist in Controllership Services—Deloitte Advisory
Deloitte & Touche’s Controllership market offering helps CFOs, CCOs, controllers, and business unit finance leaders reduce financial reporting risk resulting from changes in statutory reporting requirements, market volatility, and corporate actions or events; increase the financial integrity and transparency of cost allocations; enhance the efficiency of the “last mile of finance;” transform the finance function; and enhance the value that finance delivers to their business.
Work you will do",3.9,Deloitte,Bangalore,10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),0,0,8,10,9.0,172,0,0,0,0,0,0,0,Data Scientist,na,587,1,0
Sr. Data Scientist-I,₹5L - ₹8L ,":
India is among the top ten priority markets for General Mills, and hosts our Global Shared Services Centre. This is the Global Shared Services arm of General Mills Inc., which supports its operations worldwide. With over 1,300 employees in Mumbai, the center has capabilities in the areas of Supply Chain, Finance, HR, Digital and Technology, Sales Capabilities, Consumer Insights, ITQ (R&D & Quality), and Enterprise Business Services. Learning and capacity-building is a key ingredient of our success.
Job Description:
Job Overview
General Mills is seeking a Data Scientist to join the Data Science and Analytic Engineering team (DSAS) in the Enterprise Data Capabilities function. It is tasked with collaborating with and enabling existing functional data science and analytics teams. This team also provides data science expertise and services to advance initiatives around demand forecasting, text classification, operational analytics, and machine learning to name just a few. It is also responsible for curating a community of practice to determine the best standards and practices around data science at General Mills.",4.1,General Mills,Mumbai,10000+ Employees,1866,Company - Public,Food & Drink Manufacturing,Manufacturing,$10+ billion (USD),0,0,5,8,6.5,156,0,0,0,1,1,0,0,Data Scientist,senior,1132,1,0
Data Scientist,₹25L ,"Multiple development and support Data Science Projects
Multi Domain Data Scientist with 6months of Core Data Science experience, mostly in Machine Learning (Regression, Classification and time series models).
Person must be very strong on various type of ML models (How to select right model, expertise on various stages of model development and ability to put model in production
Desirable: Exp in Deep learning (NLP, NER, Computer Vision techniques).
Machine learning
Deep learning
R, Python
Job Types: Full-time, Regular / Permanent",4.0,Evoke Technologies,Hyderābād,501 to 1000 Employees,2003,Company - Private,IT Service,Information Technology,$25 to $50 million (USD),0,0,25,0,12.5,19,1,0,0,1,1,0,0,Data Scientist,na,542,1,0
Data Scientist - QuantumBlack,₹4L - ₹9L ,"Who You'll Work With
As a data scientist at QuantumBlack, you will work with other data scientists, data engineers, machine learning engineers, designers and project managers on interdisciplinary projects using mathematics, statistics and machine learning to derive structure and knowledge from raw data across various industry sectors.
In this role, you’ll be aligned to one of our practices, Pharma & Medical Products (PMP) or Global Energy & Materials (GEM), to work on similar industry clients.
Our Pharma & Medical Products practice focuses on helping clients bring life-saving medicines and medical treatments to patients. You will work with the advanced analytics team across research & development (R&D), operations and commercial to build and scale digital and analytical approaches. This practice is one of the fastest growing practices and is comprised of a tight-knit community of consultants, research, solution, data and practice operations colleagues across the firm. PMP is also one of the most globally connected sector practices, offering ample global exposure.",4.4,McKinsey & Company,Gurgaon,10000+ Employees,1926,Company - Private,Consulting,Business Service,Unknown / Non-Applicable,0,0,4,9,6.5,96,0,0,0,1,0,0,0,Data Scientist,na,1082,1,0
"Spec, Data Scientist",₹7L - ₹7L ,"Defines, develops, maintains and delivers strategic data science products that demonstrate the value and effectiveness of the organization. May allocate/coordinate work within a team/project. Develop and communicate insights leveraging the scientific method. Roles may specialize into 3 domain specialties : model science, feature science and Insight science capabilities. Accountable for developing and guiding more junior members.Defines, creates and maintains a meaningful insights. Establishes relationships to obtain data and subject knowledge needed to support advanced analytics. Conducts studies to provide additional facts needed to make informed decisions with regard to organizational and functional effectiveness with data decisioning.Communicates effectively with technical and business staff. Develops reports, and prepares and delivers both informational and decision-seeking presentations.Stays abreast of organization and management changes and has advanced knowledge of company practices relevant to data science products.Maintains knowledge of company's total computing environment and planned changes in order to develop meaningful data science products.Supervises resources by providing instruction, making assignments, directing and checking the work of applications developers. Provides training in technical tools and skills, as well as specific applications and their business functions to maximize their contribution.Grow and develop skills across the 3 domain specialties: model science, feature science and Insight science capabilities. Stressing expertise in the core functional areas: Computer Programming, Math&Analytic Methodology, Distributed computing and communications of complex results.Contributes to the achievement of related teams' objectivesMODIFIED BASED UPON LOCAL REGULATIONS/REQUIREMENTSBachelor's degree in a related discipline or equivalent work experience required6-8 years of related experience required; experience in the securities or financial services industry is a plus. BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer. Minorities/Females/Individuals with Disabilities/Protected Veterans. Our ambition is to build the best global team – one that is representative and inclusive of the diverse talent, clients and communities we work with and serve – and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.",3.5,BNY Mellon,Pune,10000+ Employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,7,7,7.0,238,0,0,0,0,1,0,0,Data Scientist,na,2508,1,0
Executive - Data Scientist,₹4L - ₹6L ,"Job Description

ABOUT THIS JOB
Data science drives everything we do here at NielsenIQ. Our statistical research is at the forefront of an industry moving at the speed of light. GDDC is responsible for all Design related activities in Data science. GDDC is basically responsible for setting up the base of any product like retail index, E-comm, Cash & Carry, Scan track service (new/existing). They work closely with all the stakeholders to understand the client requirements &amp; provide recommendations/suggestions so as to best build up the product which balances expectations from both the client and methodological requirements. The GDDC team is responsible for processes starting from scope definition to panel sample design which would include processes like Sample design, extrapolation, and simulation, etc.",3.9,NielsenIQ,Vadodara,10000+ Employees,1923,Company - Private,Unknown / Non-Applicable,-1,-1,0,0,4,6,5.0,99,0,0,0,0,1,0,0,Data Scientist,na,820,1,0
Data Science-Analyst/Consultant-A&C,₹4L - ₹8L ,"Position Summary
Strategy & Analytics
Strategy
Our Strategy practice brings together several key capabilities that will allow us to architect integrated programs that transform our clients’ businesses, including Corporate & Business Unit Strategy, Technology Strategy & Insights, Enterprise Model Design, Enterprise Cloud Strategy and Business Transformation.
Strategy professionals will serve as trusted advisors to our clients, working with them to make clear data-driven choices about where to play and how to win, in order to drive growth and enterprise value.
Strategy will help our clients:
Identify strategies for growth and value creation",3.9,Deloitte,Bangalore,10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),0,0,4,8,6.0,172,0,0,0,0,0,0,0,Data Analyst,na,652,1,0
Data Scientist,₹7L - ₹12L ,"Knowledge of querying data from databases.
High level of competence in Data Interpretation, Logical Reasoning, and Problem-Solving.
Ability and willingness to work with large amounts of data and work on multiple projects simultaneously.
Advanced level of Knowledge in Mathematics, Statistics, or Economics.
Excellent communication skills.
Work with the Managers to optimize analytical solutions.
Review peer work and help mentor new joiners.
Strong problem-solving ability: Candidate needs to exhibit structured thinking, strong Analytical Skills, and Process Orientation * Strong in Data analytics: The candidate should be proficient in SQL and Excel. Python/R will be added advantage.*",-1.0,Lendingtree Research Services LLP,Ahmedabad,-1,-1,-1,-1,-1,-1,0,0,7,12,9.5,-1,1,0,0,0,0,0,1,Data Scientist,na,694,1,0
Decision Scientist - GoFood,₹8L - ₹9L ,"Location
Bengaluru
Work Type
Permanent
Application Posted
December 17, 2021
About the Role

They say no man is an island, and this holds true here at Gojek. As our Decision Scientist, you’ll be part of the data team that directly impacts Gojek’s GoFood. Your main objective will be to create business impact at scale. The Business and Product Team will be your companions during this ride. Best yet, you’ll have the opportunity to flex your analytics and DS skills!. What differentiates Gojek from other companies is the pace at which you can see your analysis and insights come to life and impact of millions of customers and thousands of merchants partners.",4.3,GO-JEK,Bangalore,1001 to 5000 Employees,2010,Company - Private,Transportation Management,Transportation & Logistics,Unknown / Non-Applicable,0,0,8,9,8.5,12,0,0,0,0,1,0,0,Decision Scientist ,na,667,1,0
Data Scientist (BE/ B-tech 4-6 yrs),₹25L - ₹35L ,"CommerceIQ is Hiring Data Scientist (3-5 yrs)
Data Scientist (4-6 Yrs exp)
At CommerceIQ, we are building the world’s most sophisticated E-commerce Channel Optimization software to help brands leverage Machine Learning, Analytics and Automation to grow their E-commerce business on all channels, globally.
Roles & Responsibility
As a Senior Data Scientist, you will work closely with Engineering/Product/Operations teams to build state-of-the-art ML-based solutions for B2B SaaS products. This entails not only leveraging advanced techniques for predictions, time-series forecasting, topic modelling, optimisation but deep understanding of business and product too.",4.2,CommerceIQ,Bangalore,51 to 200 Employees,2012,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,25,35,30.0,10,0,0,0,1,1,0,0,Data Scientist,na,669,1,0
Data Scientist (Computer vision),₹20L ,"Responsibilities:
- Developing a state of the art computer vision algorithms to automate or assist doctors in diagnosing ECG and Echocardiogram
- Building dataset by collecting and annotating images/videos if required
- Developing efficient image processing algorithms and deep learning models for image/video classification, segmentation, and analysis
Mandatory Skills:
- Proficient in image processing, classical machine learning, and deep learning
- Professional experience of 2-3 years in developing production-level Computer Vision products from scratch (Masters or Bachelors in Computer Science / Electronics)
- Proficient in C++ or Python
- Proficient in OpenCV
- Proficient in either Tensorflow, Keras, and/or PyTorch
- Self-driven, passionate, and team player",-1.0,Tricog Health India Private Limited,Bangalore,51 to 200 Employees,2015,Company - Private,Healthcare Services & Hospital,Healthcare,Unknown / Non-Applicable,0,0,20,0,10.0,7,1,0,0,1,0,0,0,Data Scientist,na,778,1,0
Microsoft / AWS Data Analytics / Engg Intern ( Female Only ),₹60T - ₹72T ,"We are leaders in Microsoft certified training for Power Bi, Azure data engineering, Azure DevOps, Microsoft Power Platform, Microsoft Power Apps and AWS. Selected intern's day-to-day responsibilities include:
1. Work on Microsoft/ AWS tech stack for building a project as finalized with a mentor
2. Work with the mentor to work on Microsoft/ AWS tech stack for data science and data analytics using Azure, machine learning, Microsoft Power Platform, etc and AWS data engineering and data science platform.
3. Create presentations and present the knowledge gained to a wider audience with ease and simplicity
Only those candidates can apply who:",-1.0,Instrovate Technologies,New Delhi,-1,-1,-1,-1,-1,-1,0,1,720,864,66.0,-1,0,0,0,1,1,0,0,Data Analyst,na,649,0,1
Data Scientist,₹5L - ₹10L ,"Hiring Experienced Data Scientist in a Reputed E-Learning Software Company @Mumbai !!



Designation : Data Scientist

Job Role:
Work with a team of high performing professionals, and cross-functional business teams to identify business opportunities,
optimize marketing campaigns, drive product road map or go to market strategy leveraging customer behaviour data
Build automated data dashboards and visualizations to deliver business insights to the senior leadership team











Requirements
Bachelors or Masters degree in a quantitative discipline - Statistics, Operations Research, Computer Science
5 - 10 years of experience working in data science or business analytics role
Experience working with large amounts of data using SQL, SAS, R or other statistical packages.
Experience working in a Unix/Linux environment for automating processes with shell scripting.
Experience programming in Python, Java or other programming languages
Experience in data dashboarding and visualization tool like Tableau, PowerBI or QuickSight
Experience in machine learning techniques like regression analysis, decision tree etc. a plus
Advanced knowledge in performance, scalability, numerical accuracy, enterprise system architecture, best practices.
Ability to communicate complex technical concepts and solutions to all levels of the organization.

5.00-10.00 Years",4.0,2COMS Consulting Private Limited,Mumbai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,5,10,7.5,34,1,0,0,1,1,0,1,Data Scientist,na,1394,1,0
Urgent Opening for DATA SCIENTIST ROLE,₹9L ,"Experience: Fresher
Location:Work from Home till the situation becomes conducive for travel. Work location eventually will be Ban
Salary:Offered CTC: INR 9,00,000 (9 Lakhs Annual CTC)
Qualification:*Only 2021 & 2022 Bachelor Graduates should Apply
Job Description :
Should have familiarity with Machine Learning Models and fundamentals in Forecasting and Optimization Techniques
Should have strong mathematical background & analytical bent of mind
Past experience of participating in Hackathons/Competition",-1.0,iTech Analytic Solutions,Remote,-1,-1,-1,-1,-1,-1,0,0,9,0,4.5,-1,0,0,0,1,0,0,0,Data Scientist,na,513,1,0
Data Science Internship,₹1L - ₹6L ,"We are providing six month training for data science.
After six months we will hire you directly through our company as a position Júnior Data Scientist.
Any Degree candidates can apply(Freshers).
Male and Female candidates can welcome.
Job Types: Full-time, Regular / Permanent, Internship, Fresher
Salary: ₹10,000.00 - ₹50,000.00 per month
Benefits:",-1.0,Oracuz Infotech Pvt Ltd Company,Thiruvananthapuram,-1,-1,-1,-1,-1,-1,0,0,1,6,3.5,-1,0,0,0,0,1,0,0,Data Scientist,na,357,1,0
Data Scientist,₹5L - ₹20L ,"Data Scientist
We are seeking a Data Scientist to join our growing Analytics & Reporting team with strong hands-on analytical skills who can leverage disparate datasets, ensure data integrity and quality, create innovative solutions, and provide actionable insights to improve quality, service and customer outcomes. The ideal candidate will have experience with database technologies, operational analytics, working knowledge of Artificial Intelligence/Machine Learning (AI/ML) techniques. You will use statistical creativity and intellectual curiosity to create some of the most impressive statistical analyses that will propel our clients to the next level.
Responsibilities
· Be a collaborative member of a group that translates business questions into practical results and actionable insights.
· Analyze complex data sets, develop standardized processes, and support various ad-hoc analytic requests like KPI reporting, customer profiling, campaign response analysis, and advanced analytic modeling.",-1.0,Bridgetree Research Services Pvt. Ltd.,Bangalore,-1,-1,-1,-1,-1,-1,0,0,5,20,12.5,-1,0,0,0,1,1,0,0,Data Scientist,na,1009,1,0
Geoinformatics Data Scientist & Programmer (Ref. No. 2161),₹12L - ₹23L ,"Join CIFOR and make a difference!
Geoinformatics Data Scientist & Programmer (Ref. No. 2161)
Trees Outside Forest in India (TOFI)

The Center for International Forestry Research (CIFOR) and World Agroforestry (ICRAF) envision a
more equitable world where forestry and landscapes enhance the environment and well-being for all.
CIFOR-ICRAF are non-profit, scientific institutions that conduct research on the most pressing
challenges of forest and landscape management around the world. Using a global, multidisciplinary
approach, we aim to improve human well-being, protect the environment, and increase equity. Our
work focuses on innovative research, developing partners’ capacity, and actively engaging in dialogue
with all stakeholders to inform policies and practices that affect forests and people. Our work spans
the globe, with expertise in the ‘global South’. Founded in 1993 and 1978 respectively, CIFOR-ICRAF
are members of CGIAR, a global research partnership for a food secure future dedicated to reducing
poverty, enhancing food and nutrition security, and improving natural resources.













allowance, leave travel allowance, children education allowance,
etc
are entitled for in-patient medical health insurance policy; and for
outpatient medical care (equivalent to one month salary plus fixed
dearness allowance) for a calendar year",3.8,World Agroforestry Centre,New Delhi,201 to 500 Employees,-1,Unknown / Non-Applicable,-1,-1,-1,0,0,12,23,17.5,-1,0,0,0,0,1,0,0,Data Scientist,na,1388,1,0
Data Scientist,₹30L - ₹45L ,"Job Description
Roles and Responsibilities
Jubilant FoodWorks is amidst transformation & expansion which will fuel the next level of growth and this creates both challenges and opportunities. While JFL is the largest QSR in the sub-continent, it is set to double in scale & size with a vision towards becoming a 2000+ Restaurant with Multi Business, Multi Product, Multi Country Operations.

Analytics & Insights function:
Our vision is to build Analytics & insight function a strategic differentiator for the company.",4.0,Jubilant FoodWorks,Noida,10000+ Employees,1995,Company - Public,Fast-Food & Quick-Service Restaurant,"Restaurants, Bars & Food Service",Unknown / Non-Applicable,0,0,30,45,37.5,27,0,0,0,0,0,0,0,Data Scientist,na,523,1,0
Data Scientist,₹8L - ₹10L ,"Position Summary
Job Title— Data Scientist in Controllership Services—Deloitte Advisory
Deloitte & Touche’s Controllership market offering helps CFOs, CCOs, controllers, and business unit finance leaders reduce financial reporting risk resulting from changes in statutory reporting requirements, market volatility, and corporate actions or events; increase the financial integrity and transparency of cost allocations; enhance the efficiency of the “last mile of finance;” transform the finance function; and enhance the value that finance delivers to their business.
Work you will do",3.9,Deloitte,Bangalore,10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),0,0,8,10,9.0,172,0,0,0,0,0,0,0,Data Scientist,na,587,1,0
Data Scientist - QuantumBlack,₹4L - ₹9L ,"Who You'll Work With
As a data scientist at QuantumBlack, you will work with other data scientists, data engineers, machine learning engineers, designers and project managers on interdisciplinary projects using mathematics, statistics and machine learning to derive structure and knowledge from raw data across various industry sectors.
In this role, you’ll be aligned to one of our practices, Pharma & Medical Products (PMP) or Global Energy & Materials (GEM), to work on similar industry clients.
Our Pharma & Medical Products practice focuses on helping clients bring life-saving medicines and medical treatments to patients. You will work with the advanced analytics team across research & development (R&D), operations and commercial to build and scale digital and analytical approaches. This practice is one of the fastest growing practices and is comprised of a tight-knit community of consultants, research, solution, data and practice operations colleagues across the firm. PMP is also one of the most globally connected sector practices, offering ample global exposure.",4.4,McKinsey & Company,Gurgaon,10000+ Employees,1926,Company - Private,Consulting,Business Service,Unknown / Non-Applicable,0,0,4,9,6.5,96,0,0,0,1,0,0,0,Data Scientist,na,1082,1,0
Sr. Data Scientist-I,₹5L - ₹8L ,":
India is among the top ten priority markets for General Mills, and hosts our Global Shared Services Centre. This is the Global Shared Services arm of General Mills Inc., which supports its operations worldwide. With over 1,300 employees in Mumbai, the center has capabilities in the areas of Supply Chain, Finance, HR, Digital and Technology, Sales Capabilities, Consumer Insights, ITQ (R&D & Quality), and Enterprise Business Services. Learning and capacity-building is a key ingredient of our success.
Job Description:
Job Overview
General Mills is seeking a Data Scientist to join the Data Science and Analytic Engineering team (DSAS) in the Enterprise Data Capabilities function. It is tasked with collaborating with and enabling existing functional data science and analytics teams. This team also provides data science expertise and services to advance initiatives around demand forecasting, text classification, operational analytics, and machine learning to name just a few. It is also responsible for curating a community of practice to determine the best standards and practices around data science at General Mills.",4.1,General Mills,Mumbai,10000+ Employees,1866,Company - Public,Food & Drink Manufacturing,Manufacturing,$10+ billion (USD),0,0,5,8,6.5,156,0,0,0,1,1,0,0,Data Scientist,senior,1132,1,0
Data Scientist,₹25L ,"Multiple development and support Data Science Projects
Multi Domain Data Scientist with 6months of Core Data Science experience, mostly in Machine Learning (Regression, Classification and time series models).
Person must be very strong on various type of ML models (How to select right model, expertise on various stages of model development and ability to put model in production
Desirable: Exp in Deep learning (NLP, NER, Computer Vision techniques).
Machine learning
Deep learning
R, Python
Job Types: Full-time, Regular / Permanent",4.0,Evoke Technologies,Hyderābād,501 to 1000 Employees,2003,Company - Private,IT Service,Information Technology,$25 to $50 million (USD),0,0,25,0,12.5,19,1,0,0,1,1,0,0,Data Scientist,na,542,1,0
"Spec, Data Scientist",₹7L - ₹7L ,"Defines, develops, maintains and delivers strategic data science products that demonstrate the value and effectiveness of the organization. May allocate/coordinate work within a team/project. Develop and communicate insights leveraging the scientific method. Roles may specialize into 3 domain specialties : model science, feature science and Insight science capabilities. Accountable for developing and guiding more junior members.Defines, creates and maintains a meaningful insights. Establishes relationships to obtain data and subject knowledge needed to support advanced analytics. Conducts studies to provide additional facts needed to make informed decisions with regard to organizational and functional effectiveness with data decisioning.Communicates effectively with technical and business staff. Develops reports, and prepares and delivers both informational and decision-seeking presentations.Stays abreast of organization and management changes and has advanced knowledge of company practices relevant to data science products.Maintains knowledge of company's total computing environment and planned changes in order to develop meaningful data science products.Supervises resources by providing instruction, making assignments, directing and checking the work of applications developers. Provides training in technical tools and skills, as well as specific applications and their business functions to maximize their contribution.Grow and develop skills across the 3 domain specialties: model science, feature science and Insight science capabilities. Stressing expertise in the core functional areas: Computer Programming, Math&Analytic Methodology, Distributed computing and communications of complex results.Contributes to the achievement of related teams' objectivesMODIFIED BASED UPON LOCAL REGULATIONS/REQUIREMENTSBachelor's degree in a related discipline or equivalent work experience required6-8 years of related experience required; experience in the securities or financial services industry is a plus. BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer. Minorities/Females/Individuals with Disabilities/Protected Veterans. Our ambition is to build the best global team – one that is representative and inclusive of the diverse talent, clients and communities we work with and serve – and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.",3.5,BNY Mellon,Pune,10000+ Employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,7,7,7.0,238,0,0,0,0,1,0,0,Data Scientist,na,2508,1,0
Data Science-Analyst/Consultant-A&C,₹4L - ₹8L ,"Position Summary
Strategy & Analytics
Strategy
Our Strategy practice brings together several key capabilities that will allow us to architect integrated programs that transform our clients’ businesses, including Corporate & Business Unit Strategy, Technology Strategy & Insights, Enterprise Model Design, Enterprise Cloud Strategy and Business Transformation.
Strategy professionals will serve as trusted advisors to our clients, working with them to make clear data-driven choices about where to play and how to win, in order to drive growth and enterprise value.
Strategy will help our clients:
Identify strategies for growth and value creation",3.9,Deloitte,Bangalore,10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),0,0,4,8,6.0,172,0,0,0,0,0,0,0,Data Analyst,na,652,1,0
Executive - Data Scientist,₹4L - ₹6L ,"Job Description

ABOUT THIS JOB
Data science drives everything we do here at NielsenIQ. Our statistical research is at the forefront of an industry moving at the speed of light. GDDC is responsible for all Design related activities in Data science. GDDC is basically responsible for setting up the base of any product like retail index, E-comm, Cash & Carry, Scan track service (new/existing). They work closely with all the stakeholders to understand the client requirements &amp; provide recommendations/suggestions so as to best build up the product which balances expectations from both the client and methodological requirements. The GDDC team is responsible for processes starting from scope definition to panel sample design which would include processes like Sample design, extrapolation, and simulation, etc.",3.9,NielsenIQ,Vadodara,10000+ Employees,1923,Company - Private,Unknown / Non-Applicable,-1,-1,0,0,4,6,5.0,99,0,0,0,0,1,0,0,Data Scientist,na,820,1,0
Lead Data Scientist-New Frontiers,₹7L - ₹10L ,"Role/Job Title: Lead - Data Science

Business: Data & Analytics

Function/Department: Data & Analytics

Place of Work: Mumbai

Job Purpose:
'The Lead - Data Science role

Establishes and drives modelling tools and techniques
Leads the team in identifying opportunies for adding business value

'- Understands business problems and solving them with analytical techniques

Managerial & Leadership Responsibilities

'- Develops individual talent by providing ongoing feedback and creating individual development plans to enable people to reach their full potential


'- Creation of modelling frameworks",3.6,IDFC FIRST Bank,Mumbai,10000+ Employees,2018,Company - Public,Banks & Building Society,Finance,Unknown / Non-Applicable,0,0,7,10,8.5,4,0,0,0,0,1,0,0,Data Scientist,na,621,1,0
Data Scientist (BE/ B-tech 4-6 yrs),₹25L - ₹35L ,"CommerceIQ is Hiring Data Scientist (3-5 yrs)
Data Scientist (4-6 Yrs exp)
At CommerceIQ, we are building the world’s most sophisticated E-commerce Channel Optimization software to help brands leverage Machine Learning, Analytics and Automation to grow their E-commerce business on all channels, globally.
Roles & Responsibility
As a Senior Data Scientist, you will work closely with Engineering/Product/Operations teams to build state-of-the-art ML-based solutions for B2B SaaS products. This entails not only leveraging advanced techniques for predictions, time-series forecasting, topic modelling, optimisation but deep understanding of business and product too.",4.2,CommerceIQ,Bangalore,51 to 200 Employees,2012,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,25,35,30.0,10,0,0,0,1,1,0,0,Data Scientist,na,669,1,0
Product: Data Scientist,₹34L - ₹51L ,"Your Job
We’re looking for a Data Scientist to join our growing team here at Indeed.
Responsibilities:
Conceptualize, analyze, build, test, and implement models that utilize various and diverse data sets to solve problems related to the employment and recruiting industries
Build and implement machine learning models, testing frameworks, and visualizations to make timely decisions and influence the product roadmap
Proactively research data and identify opportunities in the data to drive the product roadmap",4.3,Indeed,Hyderābād,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),0,0,34,51,42.5,18,0,0,0,1,0,0,0,Data Scientist,na,515,1,0
Data Scientist (Computer vision),₹20L ,"Responsibilities:
- Developing a state of the art computer vision algorithms to automate or assist doctors in diagnosing ECG and Echocardiogram
- Building dataset by collecting and annotating images/videos if required
- Developing efficient image processing algorithms and deep learning models for image/video classification, segmentation, and analysis
Mandatory Skills:
- Proficient in image processing, classical machine learning, and deep learning
- Professional experience of 2-3 years in developing production-level Computer Vision products from scratch (Masters or Bachelors in Computer Science / Electronics)
- Proficient in C++ or Python
- Proficient in OpenCV
- Proficient in either Tensorflow, Keras, and/or PyTorch
- Self-driven, passionate, and team player",-1.0,Tricog Health India Private Limited,Bangalore,51 to 200 Employees,2015,Company - Private,Healthcare Services & Hospital,Healthcare,Unknown / Non-Applicable,0,0,20,0,10.0,7,1,0,0,1,0,0,0,Data Scientist,na,778,1,0
Big Data Engineer (Python),₹5L - ₹18L ,"StartUs Insights, an international data science company mapping the world's information on startups, scaleups and their technologies.
We operate a proprietary DAG stateful-stream-processing information retrieval system (think of a search engine). We run container-based with distributed and scalable agents.
Our Stack is Python, Kafka, Scrapy, PostgreSQL, Elastic Search, Docker.
IF YOU ARE:
Passionate about working on the world's largest startup search engine and use your talent planning, building and operating critical information systems that convert raw data to knowledge - then you are at the right place!",4.5,StartUs Insights,Remote,1 to 50 Employees,2014,Company - Private,Internet,Information Technology,$1 to $5 million (USD),0,0,5,18,11.5,8,1,0,0,0,1,0,1,Data Engineer ,na,617,1,0
nan,₹60T - ₹72T ,"We are leaders in Microsoft certified training for Power Bi, Azure data engineering, Azure DevOps, Microsoft Power Platform, Microsoft Power Apps and AWS. Selected intern's day-to-day responsibilities include:
1. Work on Microsoft/ AWS tech stack for building a project as finalized with a mentor
2. Work with the mentor to work on Microsoft/ AWS tech stack for data science and data analytics using Azure, machine learning, Microsoft Power Platform, etc and AWS data engineering and data science platform.
3. Create presentations and present the knowledge gained to a wider audience with ease and simplicity
Only those candidates can apply who:",-1.0,Instrovate Technologies,New Delhi,-1,-1,-1,-1,-1,-1,0,1,720,864,66.0,-1,0,0,0,1,1,0,0,NA,na,649,0,1
Data Scientist,₹5L - ₹10L ,"Hiring Experienced Data Scientist in a Reputed E-Learning Software Company @Mumbai !!



Designation : Data Scientist

Job Role:
Work with a team of high performing professionals, and cross-functional business teams to identify business opportunities,
optimize marketing campaigns, drive product road map or go to market strategy leveraging customer behaviour data
Build automated data dashboards and visualizations to deliver business insights to the senior leadership team











Requirements
Bachelors or Masters degree in a quantitative discipline - Statistics, Operations Research, Computer Science
5 - 10 years of experience working in data science or business analytics role
Experience working with large amounts of data using SQL, SAS, R or other statistical packages.
Experience working in a Unix/Linux environment for automating processes with shell scripting.
Experience programming in Python, Java or other programming languages
Experience in data dashboarding and visualization tool like Tableau, PowerBI or QuickSight
Experience in machine learning techniques like regression analysis, decision tree etc. a plus
Advanced knowledge in performance, scalability, numerical accuracy, enterprise system architecture, best practices.
Ability to communicate complex technical concepts and solutions to all levels of the organization.

5.00-10.00 Years",4.0,2COMS Consulting Private Limited,Mumbai,10000+ Employees,1988,Company - Private,Telecommunications Service,Telecommunication,$10+ billion (USD),0,0,5,10,7.5,34,1,0,0,1,1,0,1,Data Scientist,na,1394,1,0
Urgent Opening for DATA SCIENTIST ROLE,₹9L ,"Experience: Fresher
Location:Work from Home till the situation becomes conducive for travel. Work location eventually will be Ban
Salary:Offered CTC: INR 9,00,000 (9 Lakhs Annual CTC)
Qualification:*Only 2021 & 2022 Bachelor Graduates should Apply
Job Description :
Should have familiarity with Machine Learning Models and fundamentals in Forecasting and Optimization Techniques
Should have strong mathematical background & analytical bent of mind
Past experience of participating in Hackathons/Competition",-1.0,iTech Analytic Solutions,Remote,-1,-1,-1,-1,-1,-1,0,0,9,0,4.5,-1,0,0,0,1,0,0,0,Data Scientist,na,513,1,0
Data Science Internship,₹1L - ₹6L ,"We are providing six month training for data science.
After six months we will hire you directly through our company as a position Júnior Data Scientist.
Any Degree candidates can apply(Freshers).
Male and Female candidates can welcome.
Job Types: Full-time, Regular / Permanent, Internship, Fresher
Salary: ₹10,000.00 - ₹50,000.00 per month
Benefits:",-1.0,Oracuz Infotech Pvt Ltd Company,Thiruvananthapuram,-1,-1,-1,-1,-1,-1,0,0,1,6,3.5,-1,0,0,0,0,1,0,0,Data Scientist,na,357,1,0
